OBJECTID,POINTID,LAT,LON,NUTS_ID,STAT_LEVL_,CNTR_CODE,CRIME,DISP_INC,LEAVERS,EDUC,EMPL,GENDER,HEALTH,INC_EQ,MTRL,POV,PR_LVLS,TCI,WS_QoL,WS_QoLadj,EUSILC
1,1,70.12359390000,27.70646640000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.249433,0.609759,6.097592,8.000000
2,2,70.08393340000,28.12007990000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.250245,0.609789,6.097886,8.000000
3,3,70.00320150000,27.19230480000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.251270,0.609826,6.098257,8.000000
4,4,69.96471590000,27.60487500000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.250465,0.609797,6.097966,8.000000
5,5,69.92535550000,28.01630840000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.252636,0.609875,6.098751,8.000000
6,6,69.88512540000,28.42658370000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.247197,0.609678,6.096783,8.000000
7,7,69.91805490000,26.26997370000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.246359,0.609648,6.096479,8.000000
8,8,69.88161140000,26.68253850000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.252311,0.609863,6.098634,8.000000
9,9,69.84428930000,27.09402800000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.256759,0.610024,6.100243,8.000000
10,10,69.80609310000,27.50442060000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.253191,0.609895,6.098952,8.000000
11,11,69.76702770000,27.91369490000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.251632,0.609839,6.098388,8.000000
12,12,69.72709770000,28.32183000000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.251117,0.609820,6.098202,8.000000
13,13,69.68630810000,28.72880550000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.252694,0.609877,6.098772,8.000000
14,14,69.64466370000,29.13460120000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.255785,0.609989,6.099891,8.000000
15,15,69.75884380000,26.17716010000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.254369,0.609938,6.099379,8.000000
16,16,69.72267370000,26.58753300000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.254541,0.609944,6.099441,8.000000
17,17,69.68563050000,26.99684830000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.260558,0.610162,6.101619,8.000000
18,18,69.64771880000,27.40508450000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.256651,0.610020,6.100205,8.000000
19,19,69.60894300000,27.81222070000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.253976,0.609924,6.099237,8.000000
20,20,69.56930810000,28.21823620000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.254439,0.609940,6.099404,8.000000
21,21,69.52881850000,28.62311070000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.255483,0.609978,6.099782,8.000000
22,22,69.48747930000,29.02682450000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.256673,0.610021,6.100213,8.000000
23,23,69.44529510000,29.42935800000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.261821,0.610208,6.102076,8.000000
24,24,69.59988880000,26.08538250000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.257766,0.610061,6.100608,8.000000
25,25,69.56398730000,26.49358530000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.257152,0.610039,6.100386,8.000000
26,26,69.52721820000,26.90074770000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.261042,0.610179,6.101794,8.000000
27,27,69.48958590000,27.30684860000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.260360,0.610155,6.101547,8.000000
28,28,69.45109500000,27.71186720000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.257729,0.610059,6.100594,8.000000
29,29,69.41174990000,28.11578330000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.256268,0.610007,6.100066,8.000000
30,30,69.37155530000,28.51857680000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.256816,0.610026,6.100264,8.000000
31,31,69.33051600000,28.92022810000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.257766,0.610061,6.100608,8.000000
32,32,69.44118310000,25.99462380000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.262842,0.610245,6.102445,8.000000
33,33,69.40554550000,26.40067790000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.260961,0.610176,6.101764,8.000000
34,34,69.36904580000,26.80570860000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.263262,0.610260,6.102597,8.000000
35,35,69.33168810000,27.20969490000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.263779,0.610278,6.102784,8.000000
36,36,69.29347700000,27.61261640000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.261025,0.610179,6.101788,8.000000
37,37,69.25441690000,28.01445310000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.259287,0.610116,6.101159,8.000000
38,38,69.21451240000,28.41518510000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.257798,0.610062,6.100619,8.000000
39,39,69.17376800000,28.81479320000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.258349,0.610082,6.100819,8.000000
40,40,69.28271980000,25.90486750000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.265331,0.610335,6.103346,8.000000
41,41,69.24734160000,26.30879420000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.263686,0.610275,6.102750,8.000000
42,42,69.21110660000,26.71171390000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.265417,0.610338,6.103377,8.000000
43,43,69.17401900000,27.11360610000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.266684,0.610384,6.103836,8.000000
44,44,69.13608300000,27.51445060000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.264219,0.610294,6.102943,8.000000
45,45,69.09730300000,27.91422760000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.261357,0.610191,6.101908,8.000000
46,46,69.05768360000,28.31291750000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.258230,0.610078,6.100776,8.000000
47,47,69.01722920000,28.71050130000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.258307,0.610080,6.100804,8.000000
48,48,69.12449240000,25.81609730000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.269665,0.610491,6.104915,8.000000
49,49,69.08936920000,26.21791740000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.265480,0.610340,6.103400,8.000000
50,50,69.05339450000,26.61874670000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.267146,0.610400,6.104003,8.000000
51,51,69.01657220000,27.01856500000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.268425,0.610447,6.104466,8.000000
52,52,68.97890680000,27.41735230000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.266864,0.610390,6.103901,8.000000
53,53,68.94040240000,27.81508910000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.263153,0.610256,6.102558,8.000000
54,54,68.90106330000,28.21175610000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.259300,0.610116,6.101164,8.000000
55,55,68.86089410000,28.60733440000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.258030,0.610070,6.100703,8.000000
56,56,69.31756320000,20.86316270000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.244864,0.609594,6.095939,8.000000
57,57,69.29313770000,21.27292010000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.247296,0.609682,6.096818,8.000000
58,58,69.26782300000,21.68196700000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.254535,0.609944,6.099439,8.000000
59,59,69.00051650000,25.32760860000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.271835,0.610570,6.105700,8.000000
60,60,68.96649450000,25.72829730000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.272372,0.610589,6.105894,8.000000
61,61,68.93162210000,26.12803150000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.270578,0.610525,6.105245,8.000000
62,62,68.89590320000,26.52679070000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.270659,0.610527,6.105275,8.000000
63,63,68.85934200000,26.92455500000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.268932,0.610465,6.104649,8.000000
64,64,68.82194260000,27.32130470000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.267455,0.610411,6.104115,8.000000
65,65,68.78370910000,27.71702050000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.264228,0.610295,6.102947,8.000000
66,66,68.74464590000,28.11168340000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.259816,0.610135,6.101350,8.000000
67,67,68.70475720000,28.50527470000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.257085,0.610036,6.100361,8.000000
68,68,69.15725970000,20.80220700000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.259338,0.610118,6.101177,8.000000
69,69,69.13301300000,21.20973630000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.255466,0.609978,6.099775,8.000000
70,70,69.10788310000,21.61656670000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.263060,0.610252,6.102524,8.000000
71,71,69.08187310000,22.02267510000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.266864,0.610390,6.103901,8.000000
72,72,68.84250070000,25.24284410000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.272024,0.610577,6.105769,8.000000
73,73,68.80872000000,25.64145190000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.271688,0.610565,6.105647,8.000000
74,74,68.77409410000,26.03912050000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.270404,0.610518,6.105182,8.000000
75,75,68.73862690000,26.43582960000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.271247,0.610549,6.105487,8.000000
76,76,68.70232240000,26.83155960000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.268218,0.610439,6.104391,8.000000
77,77,68.66518460000,27.22629100000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.268387,0.610445,6.104452,8.000000
78,78,68.62721770000,27.62000490000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.264893,0.610319,6.103188,8.000000
79,79,68.58842580000,28.01268230000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.261423,0.610193,6.101932,8.000000
80,80,68.54881310000,28.40430490000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.257305,0.610044,6.100441,8.000000
81,81,69.02040740000,20.33593770000,SE332,3.000000,SE,0.009820,23265.000000,5.600000,48.400000,79.900000,27.100000,89.550000,25.400000,0.500000,16.200000,125.600000,0.251808,0.864827,8.648269,8.000000
82,82,68.99721640000,20.74192660000,SE332,3.000000,SE,0.009820,23265.000000,5.600000,48.400000,79.900000,27.100000,89.550000,25.400000,0.500000,16.200000,125.600000,0.267502,0.865395,8.653948,8.000000
83,83,68.97314540000,21.14725140000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.266138,0.610364,6.103638,8.000000
84,84,68.94819710000,21.55188870000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.266451,0.610375,6.103752,8.000000
85,85,68.92237470000,21.95581570000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.271153,0.610545,6.105453,8.000000
86,86,68.81040480000,23.56397150000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.276455,0.610737,6.107372,8.000000
87,87,68.78025870000,23.96401250000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.273587,0.610633,6.106334,8.000000
88,88,68.74925780000,24.36321130000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.270832,0.610534,6.105337,8.000000
89,89,68.68470630000,25.15899860000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.271967,0.610575,6.105748,8.000000
90,90,68.65116300000,25.55554600000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.271488,0.610557,6.105574,8.000000
91,91,68.61677960000,25.95116890000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.269321,0.610479,6.104790,8.000000
92,92,68.58155990000,26.34584770000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.270003,0.610504,6.105037,8.000000
93,93,68.54550790000,26.73956280000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.268995,0.610467,6.104672,8.000000
94,94,68.50862750000,27.13229510000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.267793,0.610424,6.104237,8.000000
95,95,68.47092270000,27.52402570000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.264180,0.610293,6.102930,8.000000
96,96,68.43239770000,27.91473610000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.261960,0.610213,6.102126,8.000000
97,97,68.39305660000,28.30440810000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.260123,0.610146,6.101461,8.000000
98,98,68.86045050000,20.27851390000,SE332,3.000000,SE,0.009820,23265.000000,5.600000,48.400000,79.900000,27.100000,89.550000,25.400000,0.500000,16.200000,125.600000,0.253175,0.864876,8.648763,8.000000
99,99,68.83742630000,20.68231060000,SE332,3.000000,SE,0.009820,23265.000000,5.600000,48.400000,79.900000,27.100000,89.550000,25.400000,0.500000,16.200000,125.600000,0.265912,0.865337,8.653373,8.000000
100,100,68.81352790000,21.08545380000,SE332,3.000000,SE,0.009820,23265.000000,5.600000,48.400000,79.900000,27.100000,89.550000,25.400000,0.500000,16.200000,125.600000,0.270132,0.865490,8.654900,8.000000
101,101,68.78875830000,21.48792090000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.272732,0.610603,6.106025,8.000000
102,102,68.76312020000,21.88968920000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.272202,0.610583,6.105833,8.000000
103,103,68.73661670000,22.29073650000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.278093,0.610797,6.107965,8.000000
104,104,68.70925080000,22.69104060000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.278049,0.610795,6.107949,8.000000
105,105,68.68102560000,23.09057970000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.280443,0.610882,6.108816,8.000000
106,106,68.65194450000,23.48933240000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.278735,0.610820,6.108197,8.000000
107,107,68.62201070000,23.88727740000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.274393,0.610663,6.106626,8.000000
108,108,68.59122760000,24.28439360000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.271993,0.610576,6.105757,8.000000
109,109,68.55959870000,24.68066050000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.270941,0.610538,6.105377,8.000000
110,110,68.52712740000,25.07605740000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.271262,0.610549,6.105493,8.000000
111,111,68.49381750000,25.47056440000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.271515,0.610558,6.105584,8.000000
112,112,68.45967260000,25.86416170000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.271599,0.610561,6.105614,8.000000
113,113,68.42469650000,26.25682960000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.271677,0.610564,6.105643,8.000000
114,114,68.38889290000,26.64854890000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.271280,0.610550,6.105499,8.000000
115,115,68.35226570000,27.03930080000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.269039,0.610469,6.104688,8.000000
116,116,68.31481900000,27.42906670000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.264567,0.610307,6.103070,8.000000
117,117,68.27655660000,27.81782830000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.260938,0.610176,6.101756,8.000000
118,118,68.23748270000,28.20556750000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.256010,0.609997,6.099973,8.000000
119,119,68.19760130000,28.59226690000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.255411,0.609976,6.099756,8.000000
120,120,68.15691670000,28.97790900000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.257392,0.610047,6.100473,8.000000
121,121,68.11543310000,29.36247700000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.259757,0.610133,6.101329,8.000000
122,122,68.70074290000,20.22172050000,SE332,3.000000,SE,0.009820,23265.000000,5.600000,48.400000,79.900000,27.100000,89.550000,25.400000,0.500000,16.200000,125.600000,0.254971,0.864941,8.649413,8.000000
123,123,68.67788260000,20.62334790000,SE332,3.000000,SE,0.009820,23265.000000,5.600000,48.400000,79.900000,27.100000,89.550000,25.400000,0.500000,16.200000,125.600000,0.265928,0.865338,8.653379,8.000000
124,124,68.65415400000,21.02433260000,SE332,3.000000,SE,0.009820,23265.000000,5.600000,48.400000,79.900000,27.100000,89.550000,25.400000,0.500000,16.200000,125.600000,0.271348,0.865534,8.655341,8.000000
125,125,68.62955990000,21.42465200000,SE332,3.000000,SE,0.009820,23265.000000,5.600000,48.400000,79.900000,27.100000,89.550000,25.400000,0.500000,16.200000,125.600000,0.273680,0.865618,8.656185,8.000000
126,126,68.60410310000,21.82428390000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.277872,0.610789,6.107885,8.000000
127,127,68.57778650000,22.22320640000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.280458,0.610882,6.108821,8.000000
128,128,68.55061320000,22.62139770000,FI1D7,3.000000,FI,0.008300,23153.000000,7.900000,40.900000,69.200000,24.500000,71.650000,25.600000,2.400000,21.600000,122.300000,0.280752,0.610893,6.108927,8.000000
